"","Vaccine.Exemption","Dose","Geography.Type","Geography","School.Year","Estimate....","Population.Size","Percent.Surveyed","Footnotes","Number.of.Exemptions","Survey.Type"
"7534","Exemption","Medical Exemption","States","New Jersey","2020-21","0.1",100144,100,"†",135,"Census"
"7535","Exemption","Medical Exemption","States","New Jersey","2010-11",NA,NA,NA,"",NA,NA
"7536","Exemption","Medical Exemption","States","New Jersey","2011-12","0.2",118669,NA,"",226,"Census"
"7537","Exemption","Medical Exemption","States","New Jersey","2012-13","0.2",122516,NA,"",261,"Census"
"7538","Exemption","Medical Exemption","States","New Jersey","2013-14","0.2",123085,NA,"",262,"Census"
"7539","Polio","","States","New Jersey","2019-20","95.9",107900,100,"≥.*",NA,"Census"
"7540","Polio","","States","New Jersey","2020-21","94.3",100144,100,">=.*",NA,"Census"
"7541","Polio","","States","New Jersey","2021-22","94.1",104240,100,">=. §. *",NA,"Census"
"7542","Exemption","Medical Exemption","States","New Jersey","2009-10","0.1",118347,NA,"",167,"Census"
"7543","Polio","","States","New Jersey","2010-11",NA,NA,NA,"",NA,NA
"7544","Polio","","States","New Jersey","2009-10",NA,118347,95.1,"",NA,"Census"
"7545","Polio","","States","New Jersey","2018-19","95.0",109161,100,"≥.*",NA,"Census"
"7546","Polio","","States","New Jersey","2016-17","96.5",109577,100,"≥.*",NA,"Census"
"7547","Polio","","States","New Jersey","2017-18","96.1",107630,100,"≥.*",NA,"Census"
"7548","Polio","","States","New Jersey","2015-16","96.3",110116,100,"≥.*",NA,"Census"
"7549","Polio","","States","New Jersey","2014-15","92.3",120471,93.9,"≥. ‡",NA,"Census (public); Voluntary response (private)"
"7550","Polio","","States","New Jersey","2013-14","96.8",123085,95.4,"≥. ‡",NA,"Census"
"7551","Polio","","States","New Jersey","2012-13","97.0",122516,96.7,"≥. ‡",NA,"Census"
"7552","Exemption","Medical Exemption","States","New Jersey","2014-15","0.2",120471,NA,"*",241,"Census (public); Voluntary response (private)"
"7553","Exemption","Medical Exemption","States","New Jersey","2015-16","0.2",110116,NA,"",211,"Census"
"7554","Exemption","Medical Exemption","States","New Jersey","2016-17","0.2",109577,NA,"",196,"Census"
"7555","Exemption","Medical Exemption","States","New Jersey","2017-18","0.2",107630,NA,"",171,"Census"
"7556","Varicella","UTD (unknown disease history)","States","New Jersey","2020-21","94.3",100144,100,">=.*",NA,"Census"
"7557","Varicella","UTD (unknown disease history)","States","New Jersey","2021-22","94.1",104240,100,">=. §. *",NA,"Census"
"7558","Exemption","Any Exemption","States","New Jersey","2019-20","2.6",107900,NA,"†",2776,"Census"
"7559","Exemption","Any Exemption","States","New Jersey","2020-21","2.2",100144,100,"†",2248,"Census"
"7560","Exemption","Any Exemption","States","New Jersey","2018-19","2.5",109161,NA,"†",2693,"Census"
"7561","Exemption","Any Exemption","States","New Jersey","2021-22","2.6",104240,100,"†",2730,"Census"
"7562","Exemption","Any Exemption","States","New Jersey","2012-13","1.4",122516,NA,"†",1719,"Census"
"7563","Exemption","Any Exemption","States","New Jersey","2013-14","1.6",123085,NA,"†",2003,"Census"
"7564","Exemption","Any Exemption","States","New Jersey","2014-15","1.8",120471,NA,"†. *",2159,"Census (public); Voluntary response (private)"
"7565","Exemption","Any Exemption","States","New Jersey","2015-16","1.8",110116,NA,"†",1938,"Census"
"7566","Exemption","Non-Medical Exemption","States","New Jersey","2016-17","1.7",109577,NA,"†",1881,"Census"
"7567","Exemption","Non-Medical Exemption","States","New Jersey","2017-18","2.0",107630,NA,"†",2148,"Census"
"7568","Exemption","Non-Medical Exemption","States","New Jersey","2018-19","2.3",109161,NA,"†",2510,"Census"
"7569","Exemption","Non-Medical Exemption","States","New Jersey","2020-21","2.1",100144,100,"†",2113,"Census"
"7570","Exemption","Non-Medical Exemption","States","New Jersey","2019-20","2.4",107900,NA,"†",2588,"Census"
"7571","Exemption","Medical Exemption","States","New Jersey","2021-22","0.1",104240,100,"†",146,"Census"
"7572","Exemption","Non-Medical Exemption","States","New Jersey","2021-22","2.5",104240,100,"†",2584,"Census"
"7573","Exemption","Any Exemption","States","New Jersey","2009-10","1.0",118347,NA,"†",1072,"Census"
"7574","Exemption","Non-Medical Exemption","States","New Jersey","2015-16","1.6",110116,NA,"†",1727,"Census"
"7575","Exemption","Non-Medical Exemption","States","New Jersey","2013-14","1.4",123085,NA,"†",1741,"Census"
"7576","Exemption","Non-Medical Exemption","States","New Jersey","2014-15","1.6",120471,NA,"†. *",1918,"Census (public); Voluntary response (private)"
"7577","Exemption","Non-Medical Exemption","States","New Jersey","2009-10","0.8",118347,NA,"†",905,"Census"
"7578","Exemption","Non-Medical Exemption","States","New Jersey","2010-11",NA,NA,NA,"",NA,NA
"7579","Exemption","Non-Medical Exemption","States","New Jersey","2011-12","1.1",118669,NA,"†",1278,"Census"
"7580","Exemption","Non-Medical Exemption","States","New Jersey","2012-13","1.2",122516,NA,"†",1458,"Census"
"7581","Exemption","Any Exemption","States","New Jersey","2011-12","1.3",118669,NA,"†",1504,"Census"
"7582","Exemption","Any Exemption","States","New Jersey","2010-11",NA,NA,NA,"",NA,NA
"7583","Exemption","Any Exemption","States","New Jersey","2016-17","1.9",109577,NA,"†",2077,"Census"
"7584","Exemption","Any Exemption","States","New Jersey","2017-18","2.2",107630,NA,"†",2319,"Census"
"7585","MMR (PAC)","MMR (PAC)","States","New Jersey","2024-25","95.3",104339,100,"",NA,"Census"
"7586","Varicella","UTD (unknown disease history)","States","New Jersey","2024-25","92.8",104339,100,">=. *",NA,"Census"
"7587","Exemption","Non-Medical Exemption","States","New Jersey","2024-25","4.6",104339,100,"†",4790,"Census"
"7588","Exemption","Any Exemption","States","New Jersey","2024-25","4.7",104339,100,"†",4930,"Census"
"7589","Exemption","Medical Exemption","States","New Jersey","2024-25","0.1",104339,100,"†",140,"Census"
"7590","Polio","","States","New Jersey","2024-25","92.8",104339,100,">=. *",NA,"Census"
"7591","Hepatitis B","","States","New Jersey","2024-25","92.8",104339,100,">=. *",NA,"Census"
"7592","Varicella","2 Doses (unknown disease history)","States","New Jersey","2024-25","NReq",104339,100,">=. *",NA,"Census"
"7593","Varicella","1 Dose (unknown disease history)","States","New Jersey","2024-25","92.8",104339,100,">=. *",NA,"Census"
"7594","MMR","","States","New Jersey","2024-25","92.8",104339,100,">=. *",NA,"Census"
"7595","DTP, DTaP, or DT","","States","New Jersey","2024-25","92.8",104339,100,">=. *",NA,"Census"
"7596","MMR (PAC)","MMR (PAC)","States","New Jersey","2017-18","97.8",NA,NA,"",NA,""
"7597","MMR (PAC)","MMR (PAC)","States","New Jersey","2018-19","97.5",NA,NA,"",NA,""
"7598","MMR (PAC)","MMR (PAC)","States","New Jersey","2019-20","97.4",NA,NA,"",NA,""
"7599","MMR (PAC)","MMR (PAC)","States","New Jersey","2020-21","97.8",NA,NA,"",NA,""
"7600","MMR (PAC)","MMR (PAC)","States","New Jersey","2021-22","97.4",NA,NA,"",NA,""
"7601","MMR (PAC)","MMR (PAC)","States","New Jersey","2022-23","96.8",NA,NA,"",NA,""
"7602","Varicella","1 Dose (unknown disease history)","States","New Jersey","2023-24","93.2",105408,100,">=. §. *",NA,"Census"
"7603","DTP, DTaP, or DT","","States","New Jersey","2023-24","93.2",105408,100,">=. §. *",NA,"Census"
"7604","MMR","","States","New Jersey","2023-24","93.2",105408,100,">=. §. *",NA,"Census"
"7605","MMR (PAC)","MMR (PAC)","States","New Jersey","2023-24","96.1",NA,NA,"",NA,""
"7606","Varicella","UTD (unknown disease history)","States","New Jersey","2023-24","93.2",105408,100,">=. §. *",NA,"Census"
"7607","Exemption","Any Exemption","States","New Jersey","2023-24","3.9",105408,100,"†",4071,"Census"
"7608","Exemption","Non-Medical Exemption","States","New Jersey","2023-24","3.7",105408,100,"†",3929,"Census"
"7609","Exemption","Medical Exemption","States","New Jersey","2023-24","0.1",105408,100,"†",142,"Census"
"7610","Polio","","States","New Jersey","2023-24","93.2",105408,100,">=. §. *",NA,"Census"
"7611","Hepatitis B","","States","New Jersey","2023-24","93.2",105408,100,">=. §. *",NA,"Census"
"7612","Varicella","2 Doses (unknown disease history)","States","New Jersey","2023-24","NReq",105408,100,">=. §. *",NA,"Census"
"7613","MMR","","States","Pennsylvania","2010-11",NA,NA,NA,"",NA,NA
"7614","MMR","","States","Pennsylvania","2009-10","86.9",149656,100,"*",NA,"Census"
"7615","Varicella","2 Doses (unknown disease history)","States","Pennsylvania","2011-12","85.1",148042,99,"",NA,"Census"
"7616","Varicella","2 Doses (unknown disease history)","States","Pennsylvania","2010-11",NA,NA,NA,"",NA,NA
"7617","Varicella","2 Doses (unknown disease history)","States","Pennsylvania","2009-10","NReq",149656,100,"*",NA,"Census"
"7618","Varicella","1 Dose (unknown disease history)","States","Pennsylvania","2021-22","NReq",139558,94.9,"",NA,"Census (pub.), vol. response (pvt.)"
"7619","Hepatitis B","","States","Pennsylvania","2010-11",NA,NA,NA,"",NA,NA
"7620","Hepatitis B","","States","Pennsylvania","2011-12","94.4",148042,99,"",NA,"Census"
"7621","Varicella","2 Doses (unknown disease history)","States","Pennsylvania","2015-16","96.5",143298,93.2,"",NA,"Census (public); Voluntary response (private)"
"7622","Varicella","2 Doses (unknown disease history)","States","Pennsylvania","2016-17","94.6",143888,84.4,"",NA,"Voluntary response"
"7623","Varicella","2 Doses (unknown disease history)","States","Pennsylvania","2018-19","95.8",143560,93.3,"",NA,"Census (public). voluntary response (private)"
"7624","Varicella","2 Doses (unknown disease history)","States","Pennsylvania","2017-18","97.0",141571,93.3,"",NA,"Voluntary response"
"7625","Varicella","2 Doses (unknown disease history)","States","Pennsylvania","2019-20","96.3",140197,98.8,"",NA,"Census"
"7626","Varicella","2 Doses (unknown disease history)","States","Pennsylvania","2020-21","95.3",129307,95,"",NA,"Census (public). voluntary response (private)"
"7627","Hepatitis B","","States","Pennsylvania","2009-10","93.5",149656,100,"*",NA,"Census"
"7628","Varicella","2 Doses (unknown disease history)","States","Pennsylvania","2021-22","94.8",139558,94.9,"",NA,"Census (pub.), vol. response (pvt.)"
"7629","Varicella","1 Dose (unknown disease history)","States","Pennsylvania","2019-20","NReq",140197,98.8,"",NA,"Census"
"7630","Varicella","1 Dose (unknown disease history)","States","Pennsylvania","2020-21","NReq",129307,95,"",NA,"Census (public). voluntary response (private)"
"7631","Varicella","1 Dose (unknown disease history)","States","Pennsylvania","2011-12",NA,148042,99,"",NA,"Census"
"7632","Varicella","1 Dose (unknown disease history)","States","Pennsylvania","2015-16",NA,143298,93.2,"",NA,"Census (public); Voluntary response (private)"
"7633","Varicella","1 Dose (unknown disease history)","States","Pennsylvania","2014-15",NA,146378,98.3,"‡",NA,"Census"
"7634","Varicella","1 Dose (unknown disease history)","States","Pennsylvania","2013-14",NA,151253,100,"*. ‡",NA,"Census"
"7635","DTP, DTaP, or DT","","States","Pennsylvania","2017-18","97.0",141571,93.3,"",NA,"Voluntary response"
"7636","DTP, DTaP, or DT","","States","Pennsylvania","2019-20","96.8",140197,98.8,"",NA,"Census"
"7637","DTP, DTaP, or DT","","States","Pennsylvania","2018-19","96.6",143560,93.3,"",NA,"Census (public). voluntary response (private)"
"7638","Varicella","1 Dose (unknown disease history)","States","Pennsylvania","2010-11",NA,NA,NA,"",NA,NA
"7639","Varicella","1 Dose (unknown disease history)","States","Pennsylvania","2009-10",NA,149656,100,"*",NA,"Census"
"7640","DTP, DTaP, or DT","","States","Pennsylvania","2020-21","95.9",129307,95,"",NA,"Census (public). voluntary response (private)"
"7641","DTP, DTaP, or DT","","States","Pennsylvania","2021-22","95.4",139558,94.9,"",NA,"Census (pub.), vol. response (pvt.)"
"7642","Varicella","1 Dose (unknown disease history)","States","Pennsylvania","2012-13",NA,151364,97.5,"",NA,"Census"
"7643","MMR","","States","Pennsylvania","2017-18","96.7",141571,93.3,"",NA,"Voluntary response"
"7644","MMR","","States","Pennsylvania","2018-19","96.4",143560,93.3,"",NA,"Census (public). voluntary response (private)"
"7645","MMR","","States","Pennsylvania","2016-17","93.6",143888,84.4,"",NA,"Voluntary response"
"7646","MMR","","States","Pennsylvania","2015-16","95.5",143298,93.2,"",NA,"Census (public); Voluntary response (private)"
"7647","MMR","","States","Pennsylvania","2019-20","96.6",140197,98.8,"",NA,"Census"
"7648","MMR","","States","Pennsylvania","2020-21","95.5",129307,95,"",NA,"Census (public). voluntary response (private)"
"7649","DTP, DTaP, or DT","","States","Pennsylvania","2009-10","NReq",149656,100,"||. *",NA,"Census"
"7650","MMR","","States","Pennsylvania","2021-22","95.0",139558,94.9,"",NA,"Census (pub.), vol. response (pvt.)"
"7651","Varicella","2 Doses (unknown disease history)","States","Pennsylvania","2014-15","92.0",146378,98.3,"‡",NA,"Census"
"7652","Varicella","2 Doses (unknown disease history)","States","Pennsylvania","2013-14","84.0",151253,100,"*. ‡",NA,"Census"
"7653","Varicella","2 Doses (unknown disease history)","States","Pennsylvania","2012-13","85.7",151364,97.5,"",NA,"Census"
"7654","DTP, DTaP, or DT","","States","Pennsylvania","2016-17","NReq",143888,84.4,"||",NA,"Voluntary response"
"7655","MMR","","States","Pennsylvania","2014-15","91.7",146378,98.3,"‡",NA,"Census"
"7656","MMR","","States","Pennsylvania","2013-14","85.3",151253,100,"*. ‡",NA,"Census"
"7657","MMR","","States","Pennsylvania","2012-13","87.0",151364,97.5,"",NA,"Census"
"7658","MMR","","States","Pennsylvania","2011-12","86.9",148042,99,"",NA,"Census"
"7659","DTP, DTaP, or DT","","States","Pennsylvania","2015-16","NReq",143298,93.2,"||",NA,"Census (public); Voluntary response (private)"
"7660","DTP, DTaP, or DT","","States","Pennsylvania","2014-15","NReq",146378,98.3,"||. ‡",NA,"Census"
"7661","DTP, DTaP, or DT","","States","Pennsylvania","2013-14","NReq",151253,100,"||. *. ‡",NA,"Census"
"7662","DTP, DTaP, or DT","","States","Pennsylvania","2012-13","NReq",151364,97.5,"||",NA,"Census"
"7663","DTP, DTaP, or DT","","States","Pennsylvania","2011-12","NReq",148042,99,"||",NA,"Census"
"7664","DTP, DTaP, or DT","","States","Pennsylvania","2010-11",NA,NA,NA,"",NA,NA
"7665","Hepatitis B","","States","Pennsylvania","2015-16","97.2",143298,93.2,"",NA,"Census (public); Voluntary response (private)"
"7666","Hepatitis B","","States","Pennsylvania","2014-15","96.2",146378,98.3,"‡",NA,"Census"
"7667","Hepatitis B","","States","Pennsylvania","2013-14","92.2",151253,100,"*. ‡",NA,"Census"
"7668","Hepatitis B","","States","Pennsylvania","2012-13","94.1",151364,97.5,"",NA,"Census"
"7669","Hepatitis B","","States","Pennsylvania","2016-17","96.7",143888,84.4,"",NA,"Voluntary response"
"7670","Polio","","National","United States","2018-19","94.7",NA,NA,"",NA,"NaN"
"7671","Polio","","National","United States","2020-21","93.9",3510744,90.8,"",NA,""
"7672","Polio","","National","United States","2021-22","93.1",3835130,92.2,"",NA,""
"7673","Exemption","Medical Exemption","National","United States","2009-10","0.3",NA,NA,"",NA,"NaN"
"7674","Polio","","National","United States","2019-20","95.0",NA,NA,"",NA,"NaN"
"7675","Exemption","Medical Exemption","National","United States","2020-21","0.2",3520205,94.8,"",8335,""
"7676","Polio","","National","United States","2012-13","94.7",NA,NA,"",NA,"NaN"
"7677","Polio","","National","United States","2013-14","94.4",NA,NA,"",NA,"NaN"
"7678","Polio","","National","United States","2014-15","94.4",NA,NA,"",NA,"NaN"
"7679","Polio","","National","United States","2015-16","94.7",NA,NA,"",NA,"NaN"
"7680","Exemption","Medical Exemption","National","United States","2017-18","0.3",NA,NA,"",NA,"NaN"
"7681","Exemption","Medical Exemption","National","United States","2016-17","0.3",NA,NA,"",NA,"NaN"
"7682","Exemption","Medical Exemption","National","United States","2015-16","0.2",NA,NA,"",NA,"NaN"
"7683","Exemption","Medical Exemption","National","United States","2014-15","0.2",NA,NA,"",NA,"NaN"
"7684","Exemption","Medical Exemption","National","United States","2018-19","0.3",NA,NA,"",NA,"NaN"
"7685","Exemption","Medical Exemption","National","United States","2019-20","0.3",NA,NA,"",NA,"NaN"
"7686","Exemption","Medical Exemption","National","United States","2013-14","0.2",NA,NA,"",NA,"NaN"
"7687","Exemption","Medical Exemption","National","United States","2012-13","0.3",NA,NA,"",NA,"NaN"
"7688","Exemption","Medical Exemption","National","United States","2011-12","0.2",NA,NA,"",NA,"NaN"
"7689","Exemption","Any Exemption","National","United States","2020-21","2.2",3520205,94.8,"",76888,""
"7690","Exemption","Any Exemption","National","United States","2019-20","2.5",NA,NA,"",NA,"NaN"
"7691","Hepatitis B","","National","United States","2017-18","96.1",NA,NA,"",NA,"NaN"
"7692","Hepatitis B","","National","United States","2021-22","94.1",3835130,92.2,"",NA,""
"7693","Hepatitis B","","National","United States","2020-21","94.6",3510744,90.8,"",NA,""
"7694","Hepatitis B","","National","United States","2019-20","96.1",NA,NA,"",NA,"NaN"
"7695","Hepatitis B","","National","United States","2018-19","95.8",NA,NA,"",NA,"NaN"
"7696","Exemption","Any Exemption","National","United States","2021-22","2.6",3835130,96.1,"",98069,""
"7697","Exemption","Non-Medical Exemption","National","United States","2016-17","1.8",NA,NA,"",NA,"NaN"
"7698","Exemption","Non-Medical Exemption","National","United States","2018-19","2.2",NA,NA,"",NA,"NaN"
"7699","Exemption","Non-Medical Exemption","National","United States","2017-18","1.9",NA,NA,"",NA,"NaN"
"7700","Exemption","Non-Medical Exemption","National","United States","2020-21","1.9",3520205,94.8,"",67809,""
"7701","Exemption","Non-Medical Exemption","National","United States","2019-20","2.2",NA,NA,"",NA,"NaN"
"7702","Exemption","Any Exemption","National","United States","2009-10","1.7",NA,NA,"",NA,"NaN"
"7703","Exemption","Non-Medical Exemption","National","United States","2021-22","2.3",3835130,96.1,"",88955,""
"7704","Exemption","Any Exemption","National","United States","2018-19","2.5",NA,NA,"",NA,"NaN"
"7705","Polio","","National","United States","2011-12","95.3",NA,NA,"",NA,"NaN"
"7706","Polio","","National","United States","2009-10","95.4",NA,NA,"",NA,"NaN"
"7707","Polio","","National","United States","2010-11",NA,NA,NA,"",NA,"NaN"
"7708","Polio","","National","United States","2017-18","95.1",NA,NA,"",NA,"NaN"
"7709","Polio","","National","United States","2016-17","95.2",NA,NA,"",NA,"NaN"
"7710","MMR (PAC)","MMR (PAC)","National","United States","2017-18","97.7",NA,NA,"",NA,""
"7711","MMR (PAC)","MMR (PAC)","National","United States","2018-19","97.5",NA,NA,"",NA,""
"7712","MMR (PAC)","MMR (PAC)","National","United States","2019-20","97.5",NA,NA,"",NA,""
"7713","MMR (PAC)","MMR (PAC)","National","United States","2020-21","97.8",NA,NA,"",NA,""
"7714","MMR (PAC)","MMR (PAC)","National","United States","2021-22","97.4",NA,NA,"",NA,""
"7715","MMR (PAC)","MMR (PAC)","National","United States","2022-23","97.0",NA,NA,"",NA,""
"7716","MMR (PAC)","MMR (PAC)","National","United States","2023-24","96.9",NA,NA,"",NA,""
"7717","Varicella","UTD (unknown disease history)","National","United States","2023-24","92.4",3823506,93.1,"",NA,""
"7718","Exemption","Any Exemption","National","United States","2023-24","3.3",3823506,97,"",127591,""
"7719","Exemption","Non-Medical Exemption","National","United States","2023-24","3.1",3823506,97,"",118409,""
"7720","Exemption","Medical Exemption","National","United States","2023-24","0.2",3823506,97,"",8154,""
"7721","Polio","","National","United States","2023-24","92.7",3823506,93.1,"",NA,""
"7722","Hepatitis B","","National","United States","2023-24","93.9",3823506,93.1,"",NA,""
"7723","Varicella","2 Doses (unknown disease history)","National","United States","2023-24","92.3",3823506,93.1,"",NA,""
"7724","Varicella","1 Dose (unknown disease history)","National","United States","2023-24","93.7",3823506,93.1,"",NA,""
"7725","DTP, DTaP, or DT","","National","United States","2023-24","92.3",3823506,93.1,"",NA,""
"7726","MMR","","National","United States","2023-24","92.7",3823506,93.1,"",NA,""
"7727","Exemption","Any Exemption","National","United States","2011-12","1.6",NA,NA,"",NA,"NaN"
"7728","Exemption","Any Exemption","National","United States","2017-18","2.3",NA,NA,"",NA,"NaN"
"7729","Exemption","Any Exemption","National","United States","2016-17","2.1",NA,NA,"",NA,"NaN"
"7730","Exemption","Any Exemption","National","United States","2015-16","2.1",NA,NA,"",NA,"NaN"
"7731","Exemption","Any Exemption","National","United States","2014-15","2.2",NA,NA,"",NA,"NaN"
"7732","Exemption","Any Exemption","National","United States","2013-14","2.1",NA,NA,"",NA,"NaN"
"7733","Exemption","Any Exemption","National","United States","2012-13","1.9",NA,NA,"",NA,"NaN"
"7734","Exemption","Non-Medical Exemption","National","United States","2012-13","1.7",NA,NA,"",NA,"NaN"
"7735","Exemption","Non-Medical Exemption","National","United States","2011-12","1.4",NA,NA,"",NA,"NaN"
"7736","Exemption","Non-Medical Exemption","National","United States","2009-10","1.5",NA,NA,"",NA,"NaN"
"7737","Exemption","Non-Medical Exemption","National","United States","2014-15","2.0",NA,NA,"",NA,"NaN"
"7738","Exemption","Non-Medical Exemption","National","United States","2013-14","2.0",NA,NA,"",NA,"NaN"
"7739","Exemption","Non-Medical Exemption","National","United States","2015-16","1.9",NA,NA,"",NA,"NaN"
"7740","MMR","","National","United States","2024-25","92.5",3785644,92.7,"",NA,""
"7741","MMR (PAC)","MMR (PAC)","National","United States","2024-25","96.4",3785644,92.7,"",NA,""
"7742","Varicella","UTD (unknown disease history)","National","United States","2024-25","92.3",3785644,92.7,"",NA,""
"7743","Exemption","Any Exemption","National","United States","2024-25","3.6",3785644,96.5,"",137938,""
"7744","Exemption","Non-Medical Exemption","National","United States","2024-25","3.4",3785644,96.5,"",128894,""
"7745","Exemption","Medical Exemption","National","United States","2024-25","0.2",3785644,96.5,"",8293,""
"7746","Polio","","National","United States","2024-25","92.5",3785644,92.7,"",NA,""
"7747","Hepatitis B","","National","United States","2024-25","94.0",3785644,92.7,"",NA,""
"7748","Varicella","2 Doses (unknown disease history)","National","United States","2024-25","92.1",3785644,92.7,"",NA,""
"7749","Varicella","1 Dose (unknown disease history)","National","United States","2024-25","94.0",3785644,92.7,"",NA,""
"7750","DTP, DTaP, or DT","","National","United States","2024-25","92.1",3785644,92.7,"",NA,""
"7751","Exemption","Medical Exemption","National","United States","2021-22","0.2",3835130,96.1,"",8230,""
"7752","Exemption","Medical Exemption","States","Massachusetts","2013-14","0.4",79894,NA,"",332,"Census"
"7753","Exemption","Medical Exemption","States","Massachusetts","2012-13","0.5",79661,NA,"",373,"Census"
"7754","Exemption","Medical Exemption","States","Massachusetts","2011-12","0.4",79551,NA,"",325,"Census"
"7755","Exemption","Medical Exemption","States","Massachusetts","2010-11",NA,NA,NA,"",NA,NA
"7756","Polio","","States","Massachusetts","2012-13","94.2",79661,97.6,"‡",NA,"Census"
"7757","Polio","","States","Massachusetts","2013-14","94.4",79894,97.9,"‡",NA,"Census"
"7758","Polio","","States","Massachusetts","2014-15","95.0",74869,100,"*. ‡",NA,"Census"
"7759","Polio","","States","Massachusetts","2015-16","96.7",72897,100,"*.‡",NA,"Census"
"7760","Exemption","Medical Exemption","States","Massachusetts","2017-18","0.3",63377,NA,"",166,"Census"
"7761","Exemption","Medical Exemption","States","Massachusetts","2016-17","0.3",70109,NA,"",191,"Census"
"7762","Exemption","Medical Exemption","States","Massachusetts","2015-16","0.3",72897,NA,"",216,"Census"
"7763","Exemption","Medical Exemption","States","Massachusetts","2014-15","0.3",74869,NA,"",261,"Census"
"7764","Exemption","Medical Exemption","States","Massachusetts","2009-10","0.4",74476,NA,"",298,"Census"
"7765","Polio","","States","Massachusetts","2021-22","96.0",65582,100,"*. ‡",NA,"Census"
"7766","Polio","","States","Massachusetts","2020-21","95.6",60724,100,"*.‡",NA,"Census"
"7767","Exemption","Any Exemption","States","Massachusetts","2018-19","1.4",65279,NA,"†",920,"Census"
"7768","Hepatitis B","","States","Massachusetts","2018-19","97.6",65279,100,"*.‡",NA,"Census"
"7769","Hepatitis B","","States","Massachusetts","2019-20","98.0",66756,100,"*.‡",NA,"Census"
"7770","Hepatitis B","","States","Massachusetts","2020-21","97.2",60724,100,"*.‡",NA,"Census"
"7771","Hepatitis B","","States","Massachusetts","2021-22","97.0",65582,100,"*. ‡",NA,"Census"
"7772","Polio","","States","Massachusetts","2017-18","96.3",63377,100,"*.‡",NA,"Census"
"7773","Polio","","States","Massachusetts","2016-17","96.6",70109,100,"*.‡",NA,"Census"
"7774","Polio","","States","Massachusetts","2018-19","96.9",65279,100,"*.‡",NA,"Census"
"7775","Polio","","States","Massachusetts","2019-20","97.3",66756,100,"*.‡",NA,"Census"
"7776","Polio","","States","Massachusetts","2009-10","92.9",74476,100,"*",NA,"Census"
"7777","Polio","","States","Massachusetts","2010-11",NA,NA,NA,"",NA,NA
"7778","Polio","","States","Massachusetts","2011-12","93.3",79551,97.5,"",NA,"Census"
"7779","Exemption","Medical Exemption","States","Massachusetts","2020-21","0.2",60724,100,"†",127,"Census"
"7780","Exemption","Medical Exemption","States","Massachusetts","2018-19","0.3",65279,NA,"†",171,"Census"
"7781","Exemption","Medical Exemption","States","Massachusetts","2019-20","0.2",66756,NA,"†",153,"Census"
"7782","Exemption","Any Exemption","States","Massachusetts","2020-21","1.1",60724,100,"†",693,"Census"
"7783","Exemption","Any Exemption","States","Massachusetts","2019-20","1.3",66756,NA,"†",890,"Census"
"7784","Exemption","Non-Medical Exemption","States","Massachusetts","2019-20","1.1",66756,NA,"†",737,"Census"
"7785","Exemption","Non-Medical Exemption","States","Massachusetts","2020-21","0.9",60724,100,"†",566,"Census"
"7786","Exemption","Non-Medical Exemption","States","Massachusetts","2018-19","1.1",65279,NA,"†",749,"Census"
"7787","Exemption","Non-Medical Exemption","States","Massachusetts","2017-18","1.1",63377,NA,"†",687,"Census"
"7788","Exemption","Non-Medical Exemption","States","Massachusetts","2016-17","1.0",70109,NA,"†",702,"Census"
"7789","Exemption","Non-Medical Exemption","States","Massachusetts","2021-22","0.9",65582,100,"†",572,"Census"
"7790","Exemption","Any Exemption","States","Massachusetts","2009-10","1.1",74476,NA,"†",836,"Census"
"7791","Exemption","Any Exemption","States","Massachusetts","2010-11",NA,NA,NA,"",NA,NA
"7792","Exemption","Any Exemption","States","Massachusetts","2015-16","1.3",72897,NA,"†",976,"Census"
"7793","Exemption","Any Exemption","States","Massachusetts","2014-15","1.4",74869,NA,"†",1064,"Census"
"7794","Exemption","Any Exemption","States","Massachusetts","2013-14","1.5",79894,NA,"†",1192,"Census"
"7795","Exemption","Any Exemption","States","Massachusetts","2012-13","1.5",79661,NA,"†",1216,"Census"
"7796","Exemption","Any Exemption","States","Massachusetts","2017-18","1.3",63377,NA,"†",853,"Census"
"7797","Exemption","Any Exemption","States","Massachusetts","2016-17","1.3",70109,NA,"†",893,"Census"
"7798","Exemption","Any Exemption","States","Massachusetts","2011-12","1.4",79551,NA,"†",1067,"Census"
"7799","Exemption","Medical Exemption","States","Massachusetts","2021-22","0.2",65582,100,"†",116,"Census"
"7800","Exemption","Non-Medical Exemption","States","Massachusetts","2012-13","1.1",79661,NA,"†",843,"Census"
"7801","Exemption","Non-Medical Exemption","States","Massachusetts","2011-12","1.0",79551,NA,"†",742,"Census"
"7802","Exemption","Non-Medical Exemption","States","Massachusetts","2010-11",NA,NA,NA,"",NA,NA
"7803","Exemption","Non-Medical Exemption","States","Massachusetts","2009-10","0.7",74476,NA,"†",538,"Census"
"7804","Exemption","Non-Medical Exemption","States","Massachusetts","2014-15","1.1",74869,NA,"†",803,"Census"
"7805","Exemption","Non-Medical Exemption","States","Massachusetts","2013-14","1.1",79894,NA,"†",860,"Census"
"7806","Exemption","Non-Medical Exemption","States","Massachusetts","2015-16","1.0",72897,NA,"†",760,"Census"
"7807","MMR","","States","Maryland","2010-11",NA,NA,NA,"",NA,NA
"7808","MMR","","States","Maryland","2009-10","98.9",75061,75,"",NA,"Voluntary response"
